clip_id,source,model,profile,prompt_id,pattern,register,technique,analysis_tier,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,violin_id,performer_id,take,replicate,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,raw_audio_path,status,recording_order
r__long_high__t-sustain__d-p__p-constant__v-V2__take01,real,real_violin,constant,long_high,long,high,sustain,real_counterfactual_primary,36,p,32,32,,V2,P1,1,1,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-sustain__d-p__p-constant.mid,data/real_48k/r__long_high__t-sustain__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__long_high__t-sustain__d-p__p-constant__v-V2__take01.wav,planned,812
r__scale_low__t-sustain__d-p__p-constant__v-V2__take01,real,real_violin,constant,scale_low,scale,low,sustain,real_counterfactual_primary,36,p,32,32,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__scale_low__t-sustain__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__scale_low__t-sustain__d-p__p-constant__v-V2__take01.wav,planned,813
r__scale_mid__t-sustain__d-f__p-constant__v-V1__take02,real,real_violin,constant,scale_mid,scale,mid,sustain,real_counterfactual_primary,36,f,96,96,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_mid__t-sustain__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-sustain__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__scale_mid__t-sustain__d-f__p-constant__v-V1__take02.wav,planned,814
r__leap_mid__t-pizzicato__d-f__p-constant__v-V3__take02,real,real_violin,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_mid__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__leap_mid__t-pizzicato__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__leap_mid__t-pizzicato__d-f__p-constant__v-V3__take02.wav,planned,815
r__long_mid__t-pizzicato__d-p__p-constant__v-V2__take02,real,real_violin,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,p,32,32,,V2,P1,2,2,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__long_mid__t-pizzicato__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__long_mid__t-pizzicato__d-p__p-constant__v-V2__take02.wav,planned,816
r__scale_low__t-pizzicato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,scale_low,scale,low,pizzicato,real_counterfactual_primary,43,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_low__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__scale_low__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__scale_low__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,planned,817
r__scale_high__t-sustain__d-mf__p-constant__v-V3__take02,real,real_violin,constant,scale_high,scale,high,sustain,real_counterfactual_primary,36,mf,64,64,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_high__t-sustain__d-mf__p-constant.mid,data/real_48k/r__scale_high__t-sustain__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__scale_high__t-sustain__d-mf__p-constant__v-V3__take02.wav,planned,818
r__scale_high__t-pizzicato__d-mf__p-constant__v-V3__take02,real,real_violin,constant,scale_high,scale,high,pizzicato,real_counterfactual_primary,43,mf,64,64,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__scale_high__t-pizzicato__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__scale_high__t-pizzicato__d-mf__p-constant__v-V3__take02.wav,planned,819
r__repeat_high__t-sustain__d-mf__p-constant__v-V1__take02,real,real_violin,constant,repeat_high,repeat,high,sustain,real_counterfactual_primary,36,mf,64,64,,V1,P1,2,2,86.0,True,0.75,data/midi/full/reference/ref__repeat_high__t-sustain__d-mf__p-constant.mid,data/real_48k/r__repeat_high__t-sustain__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_high__t-sustain__d-mf__p-constant__v-V1__take02.wav,planned,820
r__long_high__t-pizzicato__d-p__p-constant__v-V3__take02,real,real_violin,constant,long_high,long,high,pizzicato,real_counterfactual_primary,43,p,32,32,,V3,P1,2,2,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__long_high__t-pizzicato__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__long_high__t-pizzicato__d-p__p-constant__v-V3__take02.wav,planned,821
r__long_mid__t-staccato__d-f__p-constant__v-V2__take02,real,real_violin,constant,long_mid,long,mid,staccato,real_counterfactual_primary,40,f,96,96,,V2,P1,2,2,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-staccato__d-f__p-constant.mid,data/real_48k/r__long_mid__t-staccato__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__long_mid__t-staccato__d-f__p-constant__v-V2__take02.wav,planned,822
r__leap_low__t-pizzicato__d-p__p-constant__v-V1__take01,real,real_violin,constant,leap_low,leap,low,pizzicato,real_counterfactual_primary,43,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_low__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__leap_low__t-pizzicato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__leap_low__t-pizzicato__d-p__p-constant__v-V1__take01.wav,planned,823
r__long_high__t-legato_slur__d-p__p-constant__v-V1__take02,real,real_violin,constant,long_high,long,high,legato_slur,real_counterfactual_primary,49,p,32,32,,V1,P1,2,2,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__long_high__t-legato_slur__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__long_high__t-legato_slur__d-p__p-constant__v-V1__take02.wav,planned,824
r__long_low__t-staccato__d-f__p-constant__v-V1__take01,real,real_violin,constant,long_low,long,low,staccato,real_counterfactual_primary,40,f,96,96,,V1,P1,1,1,57.0,True,0.75,data/midi/full/reference/ref__long_low__t-staccato__d-f__p-constant.mid,data/real_48k/r__long_low__t-staccato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__long_low__t-staccato__d-f__p-constant__v-V1__take01.wav,planned,825
r__long_mid__t-sustain__d-p__p-constant__v-V3__take02,real,real_violin,constant,long_mid,long,mid,sustain,real_counterfactual_primary,36,p,32,32,,V3,P1,2,2,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-sustain__d-p__p-constant.mid,data/real_48k/r__long_mid__t-sustain__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__long_mid__t-sustain__d-p__p-constant__v-V3__take02.wav,planned,826
r__repeat_mid__t-staccato__d-f__p-constant__v-V2__take02,real,real_violin,constant,repeat_mid,repeat,mid,staccato,real_counterfactual_primary,40,f,96,96,,V2,P1,2,2,74.0,True,0.75,data/midi/full/reference/ref__repeat_mid__t-staccato__d-f__p-constant.mid,data/real_48k/r__repeat_mid__t-staccato__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_mid__t-staccato__d-f__p-constant__v-V2__take02.wav,planned,827
r__long_high__t-pizzicato__d-p__p-constant__v-V1__take02,real,real_violin,constant,long_high,long,high,pizzicato,real_counterfactual_primary,43,p,32,32,,V1,P1,2,2,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__long_high__t-pizzicato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__long_high__t-pizzicato__d-p__p-constant__v-V1__take02.wav,planned,828
r__repeat_high__t-staccato__d-p__p-constant__v-V3__take01,real,real_violin,constant,repeat_high,repeat,high,staccato,real_counterfactual_primary,40,p,32,32,,V3,P1,1,1,86.0,True,0.75,data/midi/full/reference/ref__repeat_high__t-staccato__d-p__p-constant.mid,data/real_48k/r__repeat_high__t-staccato__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_high__t-staccato__d-p__p-constant__v-V3__take01.wav,planned,829
r__scale_mid__t-pizzicato__d-p__p-constant__v-V1__take02,real,real_violin,constant,scale_mid,scale,mid,pizzicato,real_counterfactual_primary,43,p,32,32,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_mid__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__scale_mid__t-pizzicato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__scale_mid__t-pizzicato__d-p__p-constant__v-V1__take02.wav,planned,830
r__leap_high__t-staccato__d-f__p-constant__v-V1__take01,real,real_violin,constant,leap_high,leap,high,staccato,real_counterfactual_primary,40,f,96,96,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_high__t-staccato__d-f__p-constant.mid,data/real_48k/r__leap_high__t-staccato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__leap_high__t-staccato__d-f__p-constant__v-V1__take01.wav,planned,831
r__scale_mid__t-legato_slur__d-mf__p-constant__v-V2__take01,real,real_violin,constant,scale_mid,scale,mid,legato_slur,real_counterfactual_primary,49,mf,64,64,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__scale_mid__t-legato_slur__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__scale_mid__t-legato_slur__d-mf__p-constant__v-V2__take01.wav,planned,832
r__repeat_mid__t-legato_slur__d-f__p-constant__v-V1__take01,real,real_violin,constant,repeat_mid,repeat,mid,legato_slur,real_counterfactual_primary,49,f,96,96,,V1,P1,1,1,74.0,True,0.75,data/midi/full/reference/ref__repeat_mid__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__repeat_mid__t-legato_slur__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_mid__t-legato_slur__d-f__p-constant__v-V1__take01.wav,planned,833
r__leap_high__t-staccato__d-f__p-constant__v-V3__take02,real,real_violin,constant,leap_high,leap,high,staccato,real_counterfactual_primary,40,f,96,96,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_high__t-staccato__d-f__p-constant.mid,data/real_48k/r__leap_high__t-staccato__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__leap_high__t-staccato__d-f__p-constant__v-V3__take02.wav,planned,834
r__long_high__t-sustain__d-mf__p-constant__v-V3__take01,real,real_violin,constant,long_high,long,high,sustain,real_counterfactual_primary,36,mf,64,64,,V3,P1,1,1,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-sustain__d-mf__p-constant.mid,data/real_48k/r__long_high__t-sustain__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__long_high__t-sustain__d-mf__p-constant__v-V3__take01.wav,planned,835
r__leap_mid__t-sustain__d-p__p-constant__v-V1__take02,real,real_violin,constant,leap_mid,leap,mid,sustain,real_counterfactual_primary,36,p,32,32,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_mid__t-sustain__d-p__p-constant.mid,data/real_48k/r__leap_mid__t-sustain__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__leap_mid__t-sustain__d-p__p-constant__v-V1__take02.wav,planned,836
r__long_mid__t-staccato__d-f__p-constant__v-V3__take01,real,real_violin,constant,long_mid,long,mid,staccato,real_counterfactual_primary,40,f,96,96,,V3,P1,1,1,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-staccato__d-f__p-constant.mid,data/real_48k/r__long_mid__t-staccato__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__long_mid__t-staccato__d-f__p-constant__v-V3__take01.wav,planned,837
r__scale_low__t-pizzicato__d-p__p-constant__v-V1__take02,real,real_violin,constant,scale_low,scale,low,pizzicato,real_counterfactual_primary,43,p,32,32,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_low__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__scale_low__t-pizzicato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__scale_low__t-pizzicato__d-p__p-constant__v-V1__take02.wav,planned,838
r__scale_low__t-sustain__d-mf__p-constant__v-V3__take02,real,real_violin,constant,scale_low,scale,low,sustain,real_counterfactual_primary,36,mf,64,64,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__scale_low__t-sustain__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__scale_low__t-sustain__d-mf__p-constant__v-V3__take02.wav,planned,839
r__leap_high__t-pizzicato__d-p__p-constant__v-V3__take02,real,real_violin,constant,leap_high,leap,high,pizzicato,real_counterfactual_primary,43,p,32,32,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__leap_high__t-pizzicato__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__leap_high__t-pizzicato__d-p__p-constant__v-V3__take02.wav,planned,840
r__leap_low__t-sustain__d-mf__p-constant__v-V3__take02,real,real_violin,constant,leap_low,leap,low,sustain,real_counterfactual_primary,36,mf,64,64,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__leap_low__t-sustain__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__leap_low__t-sustain__d-mf__p-constant__v-V3__take02.wav,planned,841
r__repeat_low__t-legato_slur__d-mf__p-constant__v-V3__take02,real,real_violin,constant,repeat_low,repeat,low,legato_slur,real_counterfactual_primary,49,mf,64,64,,V3,P1,2,2,62.0,True,0.75,data/midi/full/reference/ref__repeat_low__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__repeat_low__t-legato_slur__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__repeat_low__t-legato_slur__d-mf__p-constant__v-V3__take02.wav,planned,842
r__scale_high__t-legato_slur__d-f__p-constant__v-V2__take02,real,real_violin,constant,scale_high,scale,high,legato_slur,real_counterfactual_primary,49,f,96,96,,V2,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_high__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__scale_high__t-legato_slur__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__scale_high__t-legato_slur__d-f__p-constant__v-V2__take02.wav,planned,843
r__repeat_low__t-sustain__d-f__p-constant__v-V2__take01,real,real_violin,constant,repeat_low,repeat,low,sustain,real_counterfactual_primary,36,f,96,96,,V2,P1,1,1,62.0,True,0.75,data/midi/full/reference/ref__repeat_low__t-sustain__d-f__p-constant.mid,data/real_48k/r__repeat_low__t-sustain__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__repeat_low__t-sustain__d-f__p-constant__v-V2__take01.wav,planned,844
r__scale_mid__t-sustain__d-f__p-constant__v-V2__take01,real,real_violin,constant,scale_mid,scale,mid,sustain,real_counterfactual_primary,36,f,96,96,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_mid__t-sustain__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-sustain__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__scale_mid__t-sustain__d-f__p-constant__v-V2__take01.wav,planned,845
r__long_low__t-legato_slur__d-mf__p-constant__v-V1__take02,real,real_violin,constant,long_low,long,low,legato_slur,real_counterfactual_primary,49,mf,64,64,,V1,P1,2,2,57.0,True,0.75,data/midi/full/reference/ref__long_low__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__long_low__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__long_low__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,planned,846
r__leap_low__t-staccato__d-p__p-constant__v-V3__take02,real,real_violin,constant,leap_low,leap,low,staccato,real_counterfactual_primary,40,p,32,32,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__leap_low__t-staccato__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__leap_low__t-staccato__d-p__p-constant__v-V3__take02.wav,planned,847
r__scale_high__t-sustain__d-f__p-constant__v-V3__take02,real,real_violin,constant,scale_high,scale,high,sustain,real_counterfactual_primary,36,f,96,96,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_high__t-sustain__d-f__p-constant.mid,data/real_48k/r__scale_high__t-sustain__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__scale_high__t-sustain__d-f__p-constant__v-V3__take02.wav,planned,848
r__scale_high__t-staccato__d-f__p-constant__v-V1__take01,real,real_violin,constant,scale_high,scale,high,staccato,real_counterfactual_primary,40,f,96,96,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_high__t-staccato__d-f__p-constant.mid,data/real_48k/r__scale_high__t-staccato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__scale_high__t-staccato__d-f__p-constant__v-V1__take01.wav,planned,849
r__scale_high__t-staccato__d-p__p-constant__v-V2__take01,real,real_violin,constant,scale_high,scale,high,staccato,real_counterfactual_primary,40,p,32,32,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_high__t-staccato__d-p__p-constant.mid,data/real_48k/r__scale_high__t-staccato__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__scale_high__t-staccato__d-p__p-constant__v-V2__take01.wav,planned,850
r__leap_high__t-staccato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,leap_high,leap,high,staccato,real_counterfactual_primary,40,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_high__t-staccato__d-mf__p-constant.mid,data/real_48k/r__leap_high__t-staccato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__leap_high__t-staccato__d-mf__p-constant__v-V1__take01.wav,planned,851
r__repeat_high__t-staccato__d-mf__p-constant__v-V2__take02,real,real_violin,constant,repeat_high,repeat,high,staccato,real_counterfactual_primary,40,mf,64,64,,V2,P1,2,2,86.0,True,0.75,data/midi/full/reference/ref__repeat_high__t-staccato__d-mf__p-constant.mid,data/real_48k/r__repeat_high__t-staccato__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_high__t-staccato__d-mf__p-constant__v-V2__take02.wav,planned,852
r__scale_high__t-pizzicato__d-p__p-constant__v-V3__take01,real,real_violin,constant,scale_high,scale,high,pizzicato,real_counterfactual_primary,43,p,32,32,,V3,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__scale_high__t-pizzicato__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__scale_high__t-pizzicato__d-p__p-constant__v-V3__take01.wav,planned,853
r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V1__take01,real,real_violin,constant,repeat_mid,repeat,mid,legato_slur,real_counterfactual_primary,49,mf,64,64,,V1,P1,1,1,74.0,True,0.75,data/midi/full/reference/ref__repeat_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V1__take01.wav,planned,854
r__scale_high__t-legato_slur__d-mf__p-constant__v-V2__take02,real,real_violin,constant,scale_high,scale,high,legato_slur,real_counterfactual_primary,49,mf,64,64,,V2,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_high__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__scale_high__t-legato_slur__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__scale_high__t-legato_slur__d-mf__p-constant__v-V2__take02.wav,planned,855
r__scale_high__t-legato_slur__d-f__p-constant__v-V2__take01,real,real_violin,constant,scale_high,scale,high,legato_slur,real_counterfactual_primary,49,f,96,96,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_high__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__scale_high__t-legato_slur__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__scale_high__t-legato_slur__d-f__p-constant__v-V2__take01.wav,planned,856
r__scale_mid__t-sustain__d-p__p-constant__v-V3__take01,real,real_violin,constant,scale_mid,scale,mid,sustain,real_counterfactual_primary,36,p,32,32,,V3,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_mid__t-sustain__d-p__p-constant.mid,data/real_48k/r__scale_mid__t-sustain__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__scale_mid__t-sustain__d-p__p-constant__v-V3__take01.wav,planned,857
r__repeat_high__t-pizzicato__d-f__p-constant__v-V1__take01,real,real_violin,constant,repeat_high,repeat,high,pizzicato,real_counterfactual_primary,43,f,96,96,,V1,P1,1,1,86.0,True,0.75,data/midi/full/reference/ref__repeat_high__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__repeat_high__t-pizzicato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_high__t-pizzicato__d-f__p-constant__v-V1__take01.wav,planned,858
