clip_id,source,model,profile,prompt_id,pattern,register,technique,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,violin_id,performer_id,take,replicate,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,raw_audio_path,status,recording_order
r__long_low__t-sustain__d-mf__p-constant__v-V1__take01,real,real_violin,constant,long_low,long,low,sustain,36,mf,64,64,,V1,P1,1,1,57.0,True,0.75,data/midi/expanded/reference/ref__long_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__long_low__t-sustain__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__long_low__t-sustain__d-mf__p-constant__v-V1__take01.wav,planned,1039
r__arpeggio_mid__t-staccato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,arpeggio_mid,arpeggio,mid,staccato,40,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__arpeggio_mid__t-staccato__d-mf__p-constant.mid,data/real_48k/r__arpeggio_mid__t-staccato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__arpeggio_mid__t-staccato__d-mf__p-constant__v-V1__take01.wav,planned,1040
r__long_low__t-sustain__d-f__p-constant__v-V3__take01,real,real_violin,constant,long_low,long,low,sustain,36,f,96,96,,V3,P1,1,1,57.0,True,0.75,data/midi/expanded/reference/ref__long_low__t-sustain__d-f__p-constant.mid,data/real_48k/r__long_low__t-sustain__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__long_low__t-sustain__d-f__p-constant__v-V3__take01.wav,planned,1041
r__leap_low__t-pizzicato__d-f__p-constant__v-V3__take01,real,real_violin,constant,leap_low,leap,low,pizzicato,43,f,96,96,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__leap_low__t-pizzicato__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__leap_low__t-pizzicato__d-f__p-constant__v-V3__take01.wav,planned,1042
r__repeat_high__t-sustain__d-p__p-constant__v-V2__take02,real,real_violin,constant,repeat_high,repeat,high,sustain,36,p,32,32,,V2,P1,2,2,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-sustain__d-p__p-constant.mid,data/real_48k/r__repeat_high__t-sustain__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_high__t-sustain__d-p__p-constant__v-V2__take02.wav,planned,1043
r__leap_mid__t-staccato__d-f__p-constant__v-V3__take02,real,real_violin,constant,leap_mid,leap,mid,staccato,40,f,96,96,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-staccato__d-f__p-constant.mid,data/real_48k/r__leap_mid__t-staccato__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__leap_mid__t-staccato__d-f__p-constant__v-V3__take02.wav,planned,1044
r__arpeggio_high__t-pizzicato__d-f__p-constant__v-V1__take02,real,real_violin,constant,arpeggio_high,arpeggio,high,pizzicato,43,f,96,96,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__arpeggio_high__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__arpeggio_high__t-pizzicato__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__arpeggio_high__t-pizzicato__d-f__p-constant__v-V1__take02.wav,planned,1045
r__long_mid__t-staccato__d-f__p-constant__v-V1__take01,real,real_violin,constant,long_mid,long,mid,staccato,40,f,96,96,,V1,P1,1,1,69.0,True,0.75,data/midi/expanded/reference/ref__long_mid__t-staccato__d-f__p-constant.mid,data/real_48k/r__long_mid__t-staccato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__long_mid__t-staccato__d-f__p-constant__v-V1__take01.wav,planned,1046
r__leap_mid__t-pizzicato__d-mf__p-constant__v-V3__take01,real,real_violin,constant,leap_mid,leap,mid,pizzicato,43,mf,64,64,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__leap_mid__t-pizzicato__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__leap_mid__t-pizzicato__d-mf__p-constant__v-V3__take01.wav,planned,1047
r__arpeggio_low__t-sustain__d-f__p-constant__v-V1__take01,real,real_violin,constant,arpeggio_low,arpeggio,low,sustain,36,f,96,96,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__arpeggio_low__t-sustain__d-f__p-constant.mid,data/real_48k/r__arpeggio_low__t-sustain__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__arpeggio_low__t-sustain__d-f__p-constant__v-V1__take01.wav,planned,1048
r__leap_high__t-legato_slur__d-mf__p-constant__v-V2__take01,real,real_violin,constant,leap_high,leap,high,legato_slur,49,mf,64,64,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_high__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__leap_high__t-legato_slur__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__leap_high__t-legato_slur__d-mf__p-constant__v-V2__take01.wav,planned,1049
r__leap_low__t-sustain__d-p__p-constant__v-V3__take02,real,real_violin,constant,leap_low,leap,low,sustain,36,p,32,32,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__leap_low__t-sustain__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__leap_low__t-sustain__d-p__p-constant__v-V3__take02.wav,planned,1050
r__leap_high__t-sustain__d-mf__p-constant__v-V3__take01,real,real_violin,constant,leap_high,leap,high,sustain,36,mf,64,64,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_high__t-sustain__d-mf__p-constant.mid,data/real_48k/r__leap_high__t-sustain__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__leap_high__t-sustain__d-mf__p-constant__v-V3__take01.wav,planned,1051
r__leap_low__t-legato_slur__d-f__p-constant__v-V2__take01,real,real_violin,constant,leap_low,leap,low,legato_slur,49,f,96,96,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__leap_low__t-legato_slur__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__leap_low__t-legato_slur__d-f__p-constant__v-V2__take01.wav,planned,1052
r__long_high__t-staccato__d-p__p-constant__v-V2__take01,real,real_violin,constant,long_high,long,high,staccato,40,p,32,32,,V2,P1,1,1,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-staccato__d-p__p-constant.mid,data/real_48k/r__long_high__t-staccato__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__long_high__t-staccato__d-p__p-constant__v-V2__take01.wav,planned,1053
r__scale_mid__t-pizzicato__d-f__p-constant__v-V1__take01,real,real_violin,constant,scale_mid,scale,mid,pizzicato,43,f,96,96,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_mid__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-pizzicato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__scale_mid__t-pizzicato__d-f__p-constant__v-V1__take01.wav,planned,1054
r__repeat_high__t-pizzicato__d-f__p-constant__v-V1__take02,real,real_violin,constant,repeat_high,repeat,high,pizzicato,43,f,96,96,,V1,P1,2,2,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__repeat_high__t-pizzicato__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_high__t-pizzicato__d-f__p-constant__v-V1__take02.wav,planned,1055
r__long_mid__t-pizzicato__d-p__p-constant__v-V1__take01,real,real_violin,constant,long_mid,long,mid,pizzicato,43,p,32,32,,V1,P1,1,1,69.0,True,0.75,data/midi/expanded/reference/ref__long_mid__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__long_mid__t-pizzicato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__long_mid__t-pizzicato__d-p__p-constant__v-V1__take01.wav,planned,1056
r__repeat_mid__t-sustain__d-mf__p-constant__v-V2__take02,real,real_violin,constant,repeat_mid,repeat,mid,sustain,36,mf,64,64,,V2,P1,2,2,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_mid__t-sustain__d-mf__p-constant.mid,data/real_48k/r__repeat_mid__t-sustain__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_mid__t-sustain__d-mf__p-constant__v-V2__take02.wav,planned,1057
r__scale_mid__t-legato_slur__d-f__p-constant__v-V3__take02,real,real_violin,constant,scale_mid,scale,mid,legato_slur,49,f,96,96,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_mid__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-legato_slur__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__scale_mid__t-legato_slur__d-f__p-constant__v-V3__take02.wav,planned,1058
r__repeat_high__t-pizzicato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,repeat_high,repeat,high,pizzicato,43,mf,64,64,,V1,P1,1,1,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__repeat_high__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_high__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,planned,1059
r__leap_mid__t-legato_slur__d-f__p-constant__v-V3__take02,real,real_violin,constant,leap_mid,leap,mid,legato_slur,49,f,96,96,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__leap_mid__t-legato_slur__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__leap_mid__t-legato_slur__d-f__p-constant__v-V3__take02.wav,planned,1060
r__long_high__t-pizzicato__d-f__p-constant__v-V3__take02,real,real_violin,constant,long_high,long,high,pizzicato,43,f,96,96,,V3,P1,2,2,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__long_high__t-pizzicato__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__long_high__t-pizzicato__d-f__p-constant__v-V3__take02.wav,planned,1061
r__leap_high__t-sustain__d-mf__p-constant__v-V1__take02,real,real_violin,constant,leap_high,leap,high,sustain,36,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_high__t-sustain__d-mf__p-constant.mid,data/real_48k/r__leap_high__t-sustain__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__leap_high__t-sustain__d-mf__p-constant__v-V1__take02.wav,planned,1062
r__long_mid__t-legato_slur__d-f__p-constant__v-V2__take01,real,real_violin,constant,long_mid,long,mid,legato_slur,49,f,96,96,,V2,P1,1,1,69.0,True,0.75,data/midi/expanded/reference/ref__long_mid__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__long_mid__t-legato_slur__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__long_mid__t-legato_slur__d-f__p-constant__v-V2__take01.wav,planned,1063
r__long_low__t-pizzicato__d-p__p-constant__v-V1__take01,real,real_violin,constant,long_low,long,low,pizzicato,43,p,32,32,,V1,P1,1,1,57.0,True,0.75,data/midi/expanded/reference/ref__long_low__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__long_low__t-pizzicato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__long_low__t-pizzicato__d-p__p-constant__v-V1__take01.wav,planned,1064
r__descend_low__t-staccato__d-f__p-constant__v-V1__take02,real,real_violin,constant,descend_low,descend,low,staccato,40,f,96,96,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__descend_low__t-staccato__d-f__p-constant.mid,data/real_48k/r__descend_low__t-staccato__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__descend_low__t-staccato__d-f__p-constant__v-V1__take02.wav,planned,1065
r__repeat_slow_low__t-sustain__d-f__p-constant__v-V1__take02,real,real_violin,constant,repeat_slow_low,repeat_slow,low,sustain,36,f,96,96,,V1,P1,2,2,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_low__t-sustain__d-f__p-constant.mid,data/real_48k/r__repeat_slow_low__t-sustain__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_slow_low__t-sustain__d-f__p-constant__v-V1__take02.wav,planned,1066
r__repeat_high__t-staccato__d-f__p-constant__v-V2__take02,real,real_violin,constant,repeat_high,repeat,high,staccato,40,f,96,96,,V2,P1,2,2,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-staccato__d-f__p-constant.mid,data/real_48k/r__repeat_high__t-staccato__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_high__t-staccato__d-f__p-constant__v-V2__take02.wav,planned,1067
r__repeat_mid__t-staccato__d-mf__p-constant__v-V2__take02,real,real_violin,constant,repeat_mid,repeat,mid,staccato,40,mf,64,64,,V2,P1,2,2,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_mid__t-staccato__d-mf__p-constant.mid,data/real_48k/r__repeat_mid__t-staccato__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_mid__t-staccato__d-mf__p-constant__v-V2__take02.wav,planned,1068
r__repeat_mid__t-staccato__d-p__p-constant__v-V2__take02,real,real_violin,constant,repeat_mid,repeat,mid,staccato,40,p,32,32,,V2,P1,2,2,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_mid__t-staccato__d-p__p-constant.mid,data/real_48k/r__repeat_mid__t-staccato__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_mid__t-staccato__d-p__p-constant__v-V2__take02.wav,planned,1069
r__scale_mid__t-legato_slur__d-p__p-constant__v-V3__take02,real,real_violin,constant,scale_mid,scale,mid,legato_slur,49,p,32,32,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_mid__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__scale_mid__t-legato_slur__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__scale_mid__t-legato_slur__d-p__p-constant__v-V3__take02.wav,planned,1070
r__repeat_high__t-pizzicato__d-f__p-constant__v-V3__take01,real,real_violin,constant,repeat_high,repeat,high,pizzicato,43,f,96,96,,V3,P1,1,1,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__repeat_high__t-pizzicato__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_high__t-pizzicato__d-f__p-constant__v-V3__take01.wav,planned,1071
r__long_short_high__t-sustain__d-f__p-constant__v-V1__take02,real,real_violin,constant,long_short_high,long_short,high,sustain,36,f,96,96,,V1,P1,2,2,81.0,True,0.75,data/midi/expanded/reference/ref__long_short_high__t-sustain__d-f__p-constant.mid,data/real_48k/r__long_short_high__t-sustain__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__long_short_high__t-sustain__d-f__p-constant__v-V1__take02.wav,planned,1072
r__leap_mid__t-staccato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,leap_mid,leap,mid,staccato,40,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-staccato__d-mf__p-constant.mid,data/real_48k/r__leap_mid__t-staccato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__leap_mid__t-staccato__d-mf__p-constant__v-V1__take02.wav,planned,1073
r__scale_mid__t-legato_slur__d-p__p-constant__v-V2__take01,real,real_violin,constant,scale_mid,scale,mid,legato_slur,49,p,32,32,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_mid__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__scale_mid__t-legato_slur__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__scale_mid__t-legato_slur__d-p__p-constant__v-V2__take01.wav,planned,1074
r__scale_high__t-staccato__d-f__p-constant__v-V3__take01,real,real_violin,constant,scale_high,scale,high,staccato,40,f,96,96,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_high__t-staccato__d-f__p-constant.mid,data/real_48k/r__scale_high__t-staccato__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__scale_high__t-staccato__d-f__p-constant__v-V3__take01.wav,planned,1075
r__leap_mid__t-sustain__d-mf__p-constant__v-V3__take01,real,real_violin,constant,leap_mid,leap,mid,sustain,36,mf,64,64,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-sustain__d-mf__p-constant.mid,data/real_48k/r__leap_mid__t-sustain__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__leap_mid__t-sustain__d-mf__p-constant__v-V3__take01.wav,planned,1076
r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V2__take01,real,real_violin,constant,repeat_mid,repeat,mid,legato_slur,49,mf,64,64,,V2,P1,1,1,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V2__take01.wav,planned,1077
r__scale_low__t-sustain__d-mf__p-constant__v-V2__take02,real,real_violin,constant,scale_low,scale,low,sustain,36,mf,64,64,,V2,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__scale_low__t-sustain__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__scale_low__t-sustain__d-mf__p-constant__v-V2__take02.wav,planned,1078
r__long_high__t-sustain__d-mf__p-constant__v-V3__take02,real,real_violin,constant,long_high,long,high,sustain,36,mf,64,64,,V3,P1,2,2,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-sustain__d-mf__p-constant.mid,data/real_48k/r__long_high__t-sustain__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__long_high__t-sustain__d-mf__p-constant__v-V3__take02.wav,planned,1079
r__leap_low__t-staccato__d-f__p-constant__v-V1__take01,real,real_violin,constant,leap_low,leap,low,staccato,40,f,96,96,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-staccato__d-f__p-constant.mid,data/real_48k/r__leap_low__t-staccato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__leap_low__t-staccato__d-f__p-constant__v-V1__take01.wav,planned,1080
r__long_low__t-sustain__d-mf__p-constant__v-V2__take01,real,real_violin,constant,long_low,long,low,sustain,36,mf,64,64,,V2,P1,1,1,57.0,True,0.75,data/midi/expanded/reference/ref__long_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__long_low__t-sustain__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__long_low__t-sustain__d-mf__p-constant__v-V2__take01.wav,planned,1081
r__long_low__t-legato_slur__d-p__p-constant__v-V1__take02,real,real_violin,constant,long_low,long,low,legato_slur,49,p,32,32,,V1,P1,2,2,57.0,True,0.75,data/midi/expanded/reference/ref__long_low__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__long_low__t-legato_slur__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__long_low__t-legato_slur__d-p__p-constant__v-V1__take02.wav,planned,1082
r__scale_mid__t-legato_slur__d-f__p-constant__v-V1__take01,real,real_violin,constant,scale_mid,scale,mid,legato_slur,49,f,96,96,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_mid__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-legato_slur__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__scale_mid__t-legato_slur__d-f__p-constant__v-V1__take01.wav,planned,1083
r__arpeggio_low__t-staccato__d-f__p-constant__v-V1__take01,real,real_violin,constant,arpeggio_low,arpeggio,low,staccato,40,f,96,96,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__arpeggio_low__t-staccato__d-f__p-constant.mid,data/real_48k/r__arpeggio_low__t-staccato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__arpeggio_low__t-staccato__d-f__p-constant__v-V1__take01.wav,planned,1084
r__repeat_mid__t-legato_slur__d-p__p-constant__v-V1__take02,real,real_violin,constant,repeat_mid,repeat,mid,legato_slur,49,p,32,32,,V1,P1,2,2,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_mid__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__repeat_mid__t-legato_slur__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_mid__t-legato_slur__d-p__p-constant__v-V1__take02.wav,planned,1085
r__descend_low__t-staccato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,descend_low,descend,low,staccato,40,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__descend_low__t-staccato__d-mf__p-constant.mid,data/real_48k/r__descend_low__t-staccato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__descend_low__t-staccato__d-mf__p-constant__v-V1__take02.wav,planned,1086
r__arpeggio_mid__t-sustain__d-f__p-constant__v-V1__take02,real,real_violin,constant,arpeggio_mid,arpeggio,mid,sustain,36,f,96,96,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__arpeggio_mid__t-sustain__d-f__p-constant.mid,data/real_48k/r__arpeggio_mid__t-sustain__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__arpeggio_mid__t-sustain__d-f__p-constant__v-V1__take02.wav,planned,1087
r__leap_mid__t-legato_slur__d-p__p-constant__v-V3__take02,real,real_violin,constant,leap_mid,leap,mid,legato_slur,49,p,32,32,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__leap_mid__t-legato_slur__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__leap_mid__t-legato_slur__d-p__p-constant__v-V3__take02.wav,planned,1088
r__leap_mid__t-staccato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,leap_mid,leap,mid,staccato,40,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-staccato__d-mf__p-constant.mid,data/real_48k/r__leap_mid__t-staccato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__leap_mid__t-staccato__d-mf__p-constant__v-V1__take01.wav,planned,1089
